forehead width (cm),jaw width (cm),face length (cm),face width (cm),face shape,best hairstyle
13.360189311355704,13.170515379708139,18.68375763175095,12.880048204189082,Oblong,Curtain Bangs
13.785539069425475,13.680258186453019,17.998693328191585,13.259115526964685,Round,Long Straight
14.414793139649122,13.990132231649724,16.59902111073664,14.124440108853443,Round,Long Straight
14.272971454488852,11.60891763175672,18.58140749858443,13.773565223135169,Heart,Chin-Length Bob
14.742621174848702,10.30143778010328,17.63045983363015,13.403265728215962,Oval,Side Swept Bangs
13.915519201248163,12.6339906512528,17.703665121801308,13.91263283302172,Diamond,Tousled Waves
13.52112672201095,13.565307868156044,17.30017464478981,13.329738852423455,Square,Soft Curls
13.798992970785989,13.483806511717509,18.315812220398655,12.638781640023,Oblong,Curtain Bangs
14.194070001067624,11.896352046927419,17.71310972653346,13.254796162072493,Heart,Chin-Length Bob
14.502726687280585,10.592656787306199,18.065114410452047,13.665868613113132,Heart,Chin-Length Bob
14.280901102418055,10.875971583515694,17.83988125797092,13.94059922811039,Oval,Side Swept Bangs
14.55313398439365,11.334125072859443,17.803218621117868,13.428003829529604,Heart,Chin-Length Bob
14.551278046778547,13.415790479091775,17.12637988665042,14.55349319372498,Square,Soft Curls
13.702924299343907,14.456162454474867,18.388843247968182,13.820796703192563,Square,Soft Curls
14.29949327132441,13.37526760207008,17.904410177722372,14.12711177046976,Square,Soft Curls
14.40511421342893,12.958610540231314,18.13223005553732,13.44179711466829,Oblong,Curtain Bangs
13.342763887359983,13.086394567577736,19.482840970657488,13.322802557242545,Oblong,Curtain Bangs
15.023023245069217,13.609044236359297,18.654972721611447,13.259901094864736,Oblong,Curtain Bangs
14.462958915805284,9.84065850541387,17.94977046665557,13.261615102159457,Oval,Side Swept Bangs
12.776635942355323,13.519261504571437,16.857301210433345,13.177881340062845,Round,Long Straight
14.17000848491043,14.35899765113328,17.633812069739275,13.860397755896749,Square,Soft Curls
13.684812841535745,13.453166811882975,18.373463120993403,13.44786218011815,Diamond,Tousled Waves
13.962254597280165,14.103259811804534,16.687935978297805,15.080369730282325,Round,Long Straight
13.735583589469446,13.99937080313742,17.172548141348013,14.139261501740146,Square,Soft Curls
13.685032026600423,11.223896161276578,17.25749684739539,13.545604728216086,Heart,Chin-Length Bob
14.330243401183177,13.823733906336198,15.822960638659353,15.05218194721376,Round,Long Straight
14.330662807014878,12.907637694062172,19.07590635612347,13.316799248387547,Oblong,Curtain Bangs
13.47861527690296,13.595784043299128,16.682652054027553,13.817890344675122,Round,Long Straight
13.919551558553481,12.652175149776657,19.070045941326658,13.473154284894798,Oblong,Curtain Bangs
13.656101005063348,13.505012208308885,18.381789129493868,13.59053044352061,Diamond,Tousled Waves
14.866727475609933,10.796914322153082,17.35493547778321,13.012607833501882,Heart,Chin-Length Bob
15.030064277886302,10.850715414176257,18.78831478676251,13.918091016576755,Oval,Side Swept Bangs
13.13324530694717,13.330098522727804,18.160808897573236,14.264854369745912,Diamond,Tousled Waves
14.429687609365555,11.308663093383895,18.088629417755904,13.904719534264169,Heart,Chin-Length Bob
13.477848139323614,13.464030753994287,16.462894398188006,12.7615619861099,Round,Long Straight
13.538182251545283,13.426701348806619,18.351175686895804,12.898009931948215,Diamond,Tousled Waves
14.310306504571125,9.58617226906617,19.30657905289637,13.050403860203893,Oval,Side Swept Bangs
15.057006151335198,12.008909266811443,17.35497671809366,12.930886980574506,Heart,Chin-Length Bob
13.59440337749572,12.88739844511832,18.272725506977448,13.61491951819943,Diamond,Tousled Waves
12.907388099599682,12.360428311340844,17.089137978365965,13.738580792323285,Round,Long Straight
13.975335900493034,13.480861646509531,19.603387268283115,13.145300208558924,Oblong,Curtain Bangs
13.645860408796768,13.749531130976735,16.31743729902176,14.13448883002679,Round,Long Straight
14.239001657657344,14.340243217097177,16.524245976260993,13.637604359611073,Square,Soft Curls
14.080454571052377,11.563770581486247,18.05800890392629,14.205524443203842,Heart,Chin-Length Bob
14.255884977751212,11.249399709966251,18.3984603821909,13.623764496541101,Heart,Chin-Length Bob
14.73792600692349,13.322354528102833,18.39379564664003,12.739962404113632,Oblong,Curtain Bangs
13.256289773251002,14.330678097851457,18.12689058647221,14.967738740353417,Square,Soft Curls
14.37505992931156,14.594182688589141,17.21996535510569,13.436324966560099,Square,Soft Curls
14.256236193014884,13.707581331212152,17.031032181234515,14.21734151238781,Round,Long Straight
14.342350623285801,13.709764953021535,19.66646989088509,13.45745452745569,Oblong,Curtain Bangs
14.254043956783736,13.756612199335732,16.75394554267814,14.40360956538273,Round,Long Straight
12.940024695788479,13.59183862769042,17.63511993916356,13.990610541076306,Diamond,Tousled Waves
13.38721088545493,13.776618144765736,16.96214253025095,13.21730406713567,Round,Long Straight
14.177711135064076,13.678227767933105,17.969233580341097,14.026182671513302,Square,Soft Curls
14.663403286052658,11.007359038699263,17.513391938127377,13.257676737307634,Heart,Chin-Length Bob
14.381412544200025,14.864923201438767,17.104508150748657,14.574150593950755,Square,Soft Curls
12.649307235923064,12.757561127274188,17.751011316674663,13.189837217912569,Diamond,Tousled Waves
12.86910882674401,13.353999189986716,18.117109196611374,14.036361334829884,Diamond,Tousled Waves
14.174417238871412,13.630224215005116,17.299203486198692,13.986821079236709,Round,Long Straight
13.42659371902612,14.53892082099215,17.21530112957493,13.548830299977848,Square,Soft Curls
13.729255278428647,13.030740251660523,16.775259803687096,14.195486620387147,Round,Long Straight
13.999031082322901,13.038361236328566,16.741014678915892,14.563932369331862,Round,Long Straight
14.414898966705856,14.017815627417178,19.606857339407455,13.686792553837028,Oblong,Curtain Bangs
13.788676963979622,10.779139132187963,18.470910481056592,13.265547105686002,Oval,Side Swept Bangs
14.059656525718959,14.479671420656873,17.77421219537921,13.577933640464595,Square,Soft Curls
14.517956990613959,12.96171909694269,19.106816311266375,13.133526906608802,Oblong,Curtain Bangs
13.708263964029669,13.884900164707195,16.47178615088868,15.00330607563872,Round,Long Straight
12.780039819676,12.978934226384057,18.404339528530823,14.13651654222731,Diamond,Tousled Waves
13.768954352964696,13.465905352693436,17.178736119006835,13.905321153018862,Round,Long Straight
14.790502252354088,13.536723684385258,19.447362494620414,12.880212989434549,Oblong,Curtain Bangs
13.944068988543126,13.824219294235302,17.001730060197623,14.20900729189071,Square,Soft Curls
13.261369803257336,13.443957235551288,17.69624092199525,14.691147577433835,Diamond,Tousled Waves
13.360975212823668,13.606663254483635,17.36454876459175,13.73399833016919,Round,Long Straight
14.915585849507961,9.98186566924478,19.35498541533347,13.492776254818622,Oval,Side Swept Bangs
14.20945449571907,11.353788828111702,18.22503383320755,13.196687611653001,Heart,Chin-Length Bob
13.436318806225131,13.382401872837207,16.405138676196284,14.940416156711425,Round,Long Straight
14.223192802459684,11.948791763901953,17.919943401123195,13.002751017673447,Heart,Chin-Length Bob
13.978377368154677,14.394846397427754,17.4208529775089,14.633386346037243,Square,Soft Curls
15.000617818994797,10.8411652809875,18.232128400172765,13.052901648908627,Oval,Side Swept Bangs
14.178146941669024,10.55207545226071,18.822663156359052,12.61393685683931,Oval,Side Swept Bangs
14.482705776565957,10.536813696383321,18.339089926830088,14.006285326379624,Oval,Side Swept Bangs
14.383645484388893,13.720033351236156,18.882268404617406,13.60775100644636,Oblong,Curtain Bangs
15.230772871569862,12.2013982266268,17.25748646831108,13.357031525940187,Heart,Chin-Length Bob
13.643519746713904,13.743991988624998,17.313135627321643,13.598657744418842,Round,Long Straight
13.855237067080353,12.467533518314951,17.68133664954943,13.76339521463539,Round,Long Straight
14.230387017865016,13.089392653382086,19.589158666957292,12.165013582093852,Oblong,Curtain Bangs
14.478431641673009,10.431243103511186,18.235664398416446,14.181172072032746,Oval,Side Swept Bangs
14.040452433947724,10.78231368494231,18.711342757284946,13.994321536481072,Oval,Side Swept Bangs
13.927547139134898,12.924584993983872,19.563229961096617,13.412013247832578,Oblong,Curtain Bangs
13.259361580883827,13.698546657771857,17.71552404841328,14.452339728994973,Square,Soft Curls
13.472267940516588,12.012575109273335,17.233641915922735,13.40621688964812,Round,Long Straight
13.472048013120697,9.340563787694379,18.980183660741027,13.538801875828913,Oval,Side Swept Bangs
14.112476467968568,13.750724595171937,19.325134978353685,13.867185937783052,Oblong,Curtain Bangs
13.786228860481419,10.459752355223397,17.55254556095717,13.394856532091145,Oval,Side Swept Bangs
13.86500559277259,14.312031183047495,17.540755957784018,14.343126941358141,Square,Soft Curls
13.726815563484337,14.000440684123866,18.067345303275157,13.390963137423512,Diamond,Tousled Waves
14.310057666476315,12.897600616285825,19.76351254276275,13.141221040279213,Oblong,Curtain Bangs
13.530530393707124,13.25533548432713,17.328760405937363,13.942314354550852,Round,Long Straight
13.938236755618687,13.858305113867953,18.549991099163705,13.263055140274183,Oblong,Curtain Bangs
13.707638732065824,12.59533350413477,18.458439140882856,13.335200739461413,Diamond,Tousled Waves
13.771572763441574,12.84348653324268,18.562907784017032,14.391424293980869,Diamond,Tousled Waves
14.262058216673934,13.622949414936501,16.86596100161233,13.731082593056028,Round,Long Straight
15.226729893799519,10.193755872286212,17.89299421135459,13.754620099149253,Oval,Side Swept Bangs
14.118042779218188,11.011308256039666,17.078609092183743,13.245911367590395,Heart,Chin-Length Bob
14.445180418044655,10.570817080712462,19.060840021206435,13.698943368836485,Oval,Side Swept Bangs
13.891983534955429,13.878031993246525,17.778994402248276,14.673869002559059,Square,Soft Curls
13.885213384150381,13.256446958927432,16.49484903017095,13.292756477907686,Round,Long Straight
14.48604627330062,13.4349662474829,19.2940143255418,13.200290819036866,Oblong,Curtain Bangs
13.990647895512517,13.021073070697096,18.691952205053074,13.831979017729529,Diamond,Tousled Waves
13.234853229401322,13.420624461372626,18.423720377265365,14.02539672087969,Diamond,Tousled Waves
14.527670532441997,10.458415278398725,19.90488275800557,13.96325561654862,Oval,Side Swept Bangs
14.191002936226907,13.551974774063764,17.469463799265167,14.283244533769741,Round,Long Straight
13.833894404523225,13.340673136802746,16.939243192838706,12.42233561645738,Round,Long Straight
14.57881350827473,11.254186058067152,18.6239247721057,13.489376961725643,Heart,Chin-Length Bob
13.01710544859572,13.182221750292067,17.708073906550933,14.082307595075683,Diamond,Tousled Waves
13.572117962160501,13.556193133431057,17.833548882059432,13.86753821148865,Diamond,Tousled Waves
13.857671515085245,11.880324242473234,18.077413486248833,13.720339520610755,Heart,Chin-Length Bob
14.4876011734903,10.639494359749952,19.444390771272072,13.372455758072135,Oval,Side Swept Bangs
14.265058696150973,12.787092892169486,18.54371564368804,13.2868450143697,Oblong,Curtain Bangs
14.669355201156067,13.110170359923623,18.87191096576875,13.093957446910554,Oblong,Curtain Bangs
13.26245330060018,13.310198431307787,17.486296342114724,14.477012768125094,Diamond,Tousled Waves
14.152073645195294,10.76235520927685,17.756184183634325,13.756015805113657,Oval,Side Swept Bangs
14.48842313475083,13.359524725903862,18.478232971678498,13.344835622436015,Oblong,Curtain Bangs
13.711483967179465,13.111539828541222,19.528634176001635,13.553948876359119,Oblong,Curtain Bangs
14.494423937526395,10.083623610499973,18.88128003461442,13.494879937979036,Oval,Side Swept Bangs
13.23515997552218,13.514641592639235,18.981777669827146,13.709019663529434,Oblong,Curtain Bangs
13.748251672323562,11.973184146774832,19.139203139889418,13.360893257827232,Oblong,Curtain Bangs
13.636364410700942,10.082146318974893,20.120345058069447,13.364206495857347,Oval,Side Swept Bangs
14.854465441447358,10.21329139870665,17.274388630229545,13.418629274893789,Oval,Side Swept Bangs
14.353185407565958,10.313611065878089,18.434769229791996,13.593344657862211,Oval,Side Swept Bangs
13.743506831379218,12.852081958402785,17.21559304231156,13.03839070924765,Round,Long Straight
13.544002293595364,11.900153689167244,18.071381951264264,13.452177824059577,Heart,Chin-Length Bob
13.10511408499979,13.134975945650867,16.850637406507904,13.216729909792608,Round,Long Straight
13.441613764587068,13.826951096885912,17.674202726892684,13.810285725478197,Round,Long Straight
14.828659126103489,10.504073093125154,18.14896188847082,13.09028918950654,Heart,Chin-Length Bob
14.641384276549124,10.374465659521487,19.2776308874998,13.135492068838497,Oval,Side Swept Bangs
14.769671484490686,11.364141044784972,17.732763557219165,13.390877553331899,Heart,Chin-Length Bob
14.061405938624128,10.467933591888512,18.465306446156728,13.5840854993795,Oval,Side Swept Bangs
14.529293602195612,10.792793768471867,19.04451342915609,13.064650139655084,Oval,Side Swept Bangs
14.57086153573841,12.7480788403339,19.299460004017877,13.48631644329573,Oblong,Curtain Bangs
13.088188319688395,14.03124277608166,17.27715168799957,13.638923944727711,Square,Soft Curls
14.512946824642857,13.162564476167908,16.58572547783482,14.060092182534516,Round,Long Straight
14.171914103577596,13.423042103177242,17.547048737986938,14.289793745183239,Round,Long Straight
12.646106757587258,13.00424395818534,17.94614420156522,14.085217562317174,Diamond,Tousled Waves
12.75483960596063,15.32355993725506,17.789695602441714,14.101358487318008,Square,Soft Curls
13.906128259014732,14.070477901529728,18.650401117448897,14.314676150243782,Diamond,Tousled Waves
14.552524993615906,10.41695930397126,18.222649551574193,13.154922151504149,Oval,Side Swept Bangs
14.167986821757669,10.80057735994887,17.774718461175997,12.663364063034447,Heart,Chin-Length Bob
14.070356004818192,13.963202356084988,17.592738097428445,13.759486439384686,Square,Soft Curls
16.034474027861354,11.017658070078975,17.77113550653824,13.580719202387751,Oval,Side Swept Bangs
13.69709772596823,13.448518637092667,16.83021719326139,14.245717322673938,Square,Soft Curls
13.471166003065534,13.987448486814769,17.462946145397147,14.71507936042718,Round,Long Straight
14.092297902583624,11.761339725092066,18.135221718233186,13.250144007310821,Heart,Chin-Length Bob
13.424828608255535,14.313888180769187,17.089533485724058,14.342765122375134,Round,Long Straight
13.862675080506346,12.735251429132191,18.69880269559594,13.202063409691046,Oblong,Curtain Bangs
13.951474966266678,10.469635374073793,17.510379530289303,13.036735943820913,Oval,Side Swept Bangs
14.487990327658679,13.44501543707726,18.790965491598485,12.86048941005436,Oblong,Curtain Bangs
13.077695417539719,13.062210320767846,18.539187943429685,14.304623224066386,Diamond,Tousled Waves
13.2767888387201,12.772664040101247,18.354015560960935,13.448388732414095,Diamond,Tousled Waves
13.26864282524904,13.692551199357727,18.6289521246641,13.928130357676288,Diamond,Tousled Waves
13.386916301708087,14.093551749194397,18.062310189623886,13.834125654766611,Square,Soft Curls
14.772883052093347,13.713240991072256,19.85785470495731,13.366121320936323,Oblong,Curtain Bangs
13.68329379623921,13.725546724641756,18.442282022984546,13.605922789867838,Diamond,Tousled Waves
13.771599303833817,14.107841982654277,16.855605705619144,13.952518263403533,Square,Soft Curls
13.87424289374828,12.387544008492458,18.9766917490289,14.399509270331652,Diamond,Tousled Waves
13.29057765066516,13.402388480136212,18.22389173673835,14.452109839148722,Diamond,Tousled Waves
14.932185539725506,10.774523712594531,18.112221292031673,13.380322712209706,Heart,Chin-Length Bob
13.862923451438053,13.124668891099002,17.830544572157066,14.54664162026598,Round,Long Straight
13.6355368428053,13.280071772659628,17.3196226521437,14.246881994027094,Square,Soft Curls
14.592363333969127,12.170584830875097,18.215363989280625,13.949994745848961,Heart,Chin-Length Bob
13.988016567599725,12.788343751755908,16.883310118517425,14.556746253078474,Round,Long Straight
14.185409644025636,13.40581060800757,18.828920147355362,12.855885036536037,Oblong,Curtain Bangs
14.424743661256443,10.597201216200508,18.116992055627083,13.392311788762832,Oval,Side Swept Bangs
13.11067576525615,13.61609168767813,18.07759063460223,14.560992892809296,Diamond,Tousled Waves
15.255760109734013,10.441152915228518,17.909802251529985,12.648384657950464,Oval,Side Swept Bangs
13.746339472897576,9.924001122514458,19.311729134208385,13.533658093126245,Oval,Side Swept Bangs
14.37016923938835,12.345486504492154,18.3725940418962,13.588489819555063,Oblong,Curtain Bangs
14.631036632865754,10.41468733459499,18.833855253053628,14.144812284580123,Oval,Side Swept Bangs
13.3801058730632,13.226476186824872,18.317024468735365,15.020129923671727,Diamond,Tousled Waves
13.327705467453029,13.47594028990742,18.934770917221112,13.46607329553119,Oblong,Curtain Bangs
13.674033639313125,13.956554359784393,17.88219476760609,15.611503825254413,Square,Soft Curls
13.766042333589768,12.886009927490985,18.014025160268293,13.629296225693112,Diamond,Tousled Waves
13.660581709809131,11.337525453818662,18.186307634631504,12.862321026094012,Heart,Chin-Length Bob
15.014182581943992,10.668697178776998,18.07085927056025,13.430180537683496,Oval,Side Swept Bangs
15.21395535191619,11.897189888212333,17.8178037857618,13.364783953302478,Heart,Chin-Length Bob
13.85973310643448,13.234759062764361,15.953026273206655,15.05223656613405,Round,Long Straight
13.900085153883847,13.697644353183328,16.95045580480637,13.651015507690568,Round,Long Straight
14.397329024940536,10.669643504282888,18.972259427663083,12.881575197294003,Heart,Chin-Length Bob
14.010106692246293,11.279556786029266,18.46890112589647,13.487033179938559,Heart,Chin-Length Bob
12.999414342121685,13.666225745324061,18.58170233706184,14.114091724876754,Diamond,Tousled Waves
13.731426235881077,14.089295914477677,19.29653131299378,13.51526336281086,Diamond,Tousled Waves
14.73984175894666,14.183934754903497,17.773322109258764,13.163312201810257,Square,Soft Curls
13.90155484759486,13.55462631356496,17.94201069035917,14.571212036952435,Square,Soft Curls
13.532958812665377,11.499617829132,18.384306185371063,13.389508112246341,Heart,Chin-Length Bob
14.853512073457916,10.614049606990017,18.702772000135294,13.377996161018212,Oval,Side Swept Bangs
13.925611026724269,10.921086032692237,18.1743592055536,13.489432312310264,Heart,Chin-Length Bob
14.41902898904577,11.2881699023181,17.658007078916388,13.987486346724662,Heart,Chin-Length Bob
13.337276718810333,12.70305474121272,18.58792160902112,13.750776235767585,Diamond,Tousled Waves
13.836555518121045,14.312900073406047,16.968655156388802,14.167803080973378,Round,Long Straight
13.43036399115833,13.866732895116405,17.829949507242805,13.233059902434443,Square,Soft Curls
14.291110192210024,13.24918646321105,19.015783587177378,13.645847617633219,Oblong,Curtain Bangs
14.655012237434915,11.064843776730108,17.918529628239394,13.541739937508149,Oval,Side Swept Bangs
14.242366889719765,12.793661464678772,19.490684892697544,14.137914670679313,Oblong,Curtain Bangs
13.973214148045894,14.248051464493969,17.56073144234508,13.661943001949592,Square,Soft Curls
13.570928700303568,10.191244391078246,17.684552617997213,14.172276217207896,Oval,Side Swept Bangs
13.761452557629902,13.319126510771916,17.411960549918078,13.455947939287888,Round,Long Straight
14.101047577181724,10.500804389958565,19.10633680459824,13.688805718922413,Oval,Side Swept Bangs
14.310996496412907,13.240359224096217,19.20208266678266,13.326530824173812,Oblong,Curtain Bangs
13.775600859230753,13.22788591170478,18.437095887359526,13.280450793927224,Oblong,Curtain Bangs
14.262437929135524,12.847382484311792,17.79302903554465,12.799300430886115,Heart,Chin-Length Bob
13.918470155663051,14.255595670865974,18.375473796326798,13.7251871506026,Square,Soft Curls
13.544213103054645,13.527959217522001,18.277805417520394,13.08277085396766,Oblong,Curtain Bangs
13.860798610689027,13.945679023575437,17.87078720251413,13.677202424558923,Square,Soft Curls
14.357141922818352,11.503703355097224,17.88947140572328,13.527421335555008,Heart,Chin-Length Bob
14.043970186715116,13.924374686323953,17.17000563596303,14.250748306008493,Round,Long Straight
13.690914919659303,10.493666061579605,18.783734910853955,13.78018137377783,Oval,Side Swept Bangs
13.917008544143789,12.953367455913806,18.696388815113576,13.454471028374158,Oblong,Curtain Bangs
14.640014769137556,13.05131287209363,19.465599572976746,13.296654339107803,Oblong,Curtain Bangs
13.92309285492543,13.871092423806447,17.90024534022607,14.191385884125365,Square,Soft Curls
15.631546559254684,10.132659820757935,18.806402708359354,13.27430477536971,Oval,Side Swept Bangs
14.049527952543507,10.469226414054784,18.582774376658882,14.660432760141193,Oval,Side Swept Bangs
14.39814309690584,10.916535326753724,17.952282488232115,12.474326457141606,Heart,Chin-Length Bob
13.428517013126765,13.206679687485204,18.612967812456276,14.326802355841867,Diamond,Tousled Waves
13.745890680298578,13.903068571164866,17.124533030450554,13.450770669624612,Square,Soft Curls
13.97932206569238,12.847208783711972,16.776625945035928,13.519809566039068,Round,Long Straight
14.734007089641638,12.459087575708706,17.150888459751947,12.581756628161074,Heart,Chin-Length Bob
13.756440488298404,13.503086568928572,17.085227410362695,13.796721123730753,Round,Long Straight
13.887420335851475,14.175695925173493,18.050912738908014,13.029429473165134,Square,Soft Curls
14.052464515140967,13.293186798587735,18.517912811338817,13.91108722529512,Oblong,Curtain Bangs
13.940857380740926,13.193870066768367,19.282937835317057,13.023482942051821,Oblong,Curtain Bangs
12.770481411047523,13.041656110751648,18.728414633219995,13.686248316296062,Diamond,Tousled Waves
